numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Branded Fare Labels,Included Checked Bags Quantities,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,Departure Time,Arrival Time,Day of Week Departure,Day Type Departure,Log Grand Total Price
9,LO,3.2708355637989115,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,Evening,Afternoon,Tuesday,Weekday,6.309117958055747
9,LO,3.431295412819435,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,Evening,Evening,Tuesday,Weekday,6.309117958055747
1,AY,3.1245651453969594,1,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,Evening,Afternoon,Tuesday,Weekday,6.340641450869357
9,LO,2.691243082785829,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,6.4450211626834
9,LO,2.751535313041949,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,Morning,Evening,Tuesday,Weekday,6.4450211626834
9,LO,2.9618307218783095,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,Morning,Evening,Tuesday,Weekday,6.4450211626834
4,LO,2.5964977151964628,1,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.5,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,6.499125167530816
4,LO,3.364418130158859,1,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.333333333333334,No layover,0.0,Afternoon,Afternoon,Tuesday,Weekday,6.499125167530816
9,TK,2.782951509275328,1,RESTRICTED,2,3.25, IST,10.666666666666666,No layover,0.0,Evening,Morning,Tuesday,Weekday,6.628649656747857
9,TK,2.899588413001089,1,RESTRICTED,2,3.4166666666666665, IST,10.75,No layover,0.0,Morning,Evening,Tuesday,Weekday,6.628649656747857
9,TK,3.131864447878571,1,RESTRICTED,2,3.25, IST,10.75,No layover,0.0,Evening,Afternoon,Tuesday,Weekday,6.628649656747857
9,TK,3.3292238820370663,1,RESTRICTED,2,3.25, IST,10.75,No layover,0.0,Evening,Evening,Tuesday,Weekday,6.628649656747857
9,UX,2.8763855159214247,2,STANDARD,1,1.4166666666666667, AMS,2.6666666666666665, MAD,8.25,Morning,Afternoon,Tuesday,Weekday,6.921658184151129
9,UX,2.8763855159214247,2,STANDARD,1,1.4166666666666667, AMS,2.583333333333333, MAD,8.25,Morning,Afternoon,Tuesday,Weekday,6.921658184151129
9,AZ,2.922265121672118,2,ECONOMY FLEX,1,2.083333333333333, CDG,2.083333333333333, FCO,9.75,Morning,Evening,Tuesday,Weekday,6.96719331473075
9,AC,2.7069384722495196,1,BASIC,0,7.583333333333333, YUL,1.8166666666666669,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.010726943606016
9,UA,2.7069384722495196,1,BASIC ECONOMY,0,7.583333333333333, YUL,1.8166666666666669,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.010726943606016
9,UA,2.477937980471907,1,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.013654649431639
9,UA,2.498699971920336,1,BASIC ECONOMY,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.014122287955589
9,AC,2.77050321574876,1,BASIC,0,8.25, YYZ,1.8833333333333333,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.0155598056105735
9,UA,2.77050321574876,1,BASIC ECONOMY,0,8.25, YYZ,1.8833333333333333,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.0155598056105735
9,UA,2.4203681286504293,1,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.016259846923648
9,UA,2.571339155560308,1,BASIC ECONOMY,0,1.5, FRA,8.5,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.016259846923648
9,UA,2.6390573296152584,1,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.016259846923648
9,UA,2.798297078949988,1,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.016259846923648
9,UA,2.9831534913471307,1,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.016259846923648
9,OS,2.782951509275328,1,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.028919259464637
9,OS,2.7880929087757464,1,ECONOMY LIGHT,0,1.6666666666666663, VIE,9.166666666666666,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.028919259464637
9,OS,2.9444389791664403,1,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.028919259464637
9,OS,2.948815353766239,1,ECONOMY LIGHT,0,1.6666666666666663, VIE,9.166666666666666,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.028919259464637
4,LX,2.5520459526256287,1,ECONOMY LIGHT,0,1.8333333333333333, ZRH,9.166666666666666,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.028954694383982
9,LH,2.3902906734131513,1,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.029273552167256
9,LH,2.4849066497880004,1,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.029273552167256
9,LH,2.6855773452501515,1,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.029273552167256
9,LH,2.719100037288795,1,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.029273552167256
9,SN,2.498699971920336,1,ECONOMY LIGHT,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.029733945103044
9,LH,2.412933150162911,1,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.4203681286504293,1,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.5520459526256287,1,ECONOMY LIGHT,0,1.5, FRA,8.5,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.031838427187
9,LH,2.614959778036198,1,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.6390573296152584,1,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.6390573296152584,1,ECONOMY LIGHT,0,1.5, FRA,10.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.644992065135073,1,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.662587827025453,1,ECONOMY LIGHT,0,1.5, FRA,8.833333333333334,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.7880929087757464,1,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.793208009442517,1,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.031838427187
9,LH,2.803360380906535,1,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.031838427187
4,LH,2.793208009442517,1,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.031838427187
9,VS,2.178532444324067,0,ECONOMY LIGHT,0,8.833333333333334,No layover,0.0,No layover,0.0,Afternoon,Afternoon,Tuesday,Weekday,7.094616515818124
4,LX,2.6798793241355137,1,ECONOMY SAVER,1,1.75, ZRH,9.166666666666666,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.10072824095123
4,LH,2.477937980471907,1,ECONOMY SAVER,1,1.5833333333333337, MUC,8.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.101025018444484
4,LH,2.327277705584417,1,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,Evening,Evening,Tuesday,Weekday,7.103412518961122
4,LH,2.545531271604435,1,ECONOMY SAVER,1,1.5, FRA,8.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,2.545531271604435,1,ECONOMY SAVER,1,1.5, FRA,10.0,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,2.5520459526256287,1,ECONOMY SAVER,1,1.5, FRA,8.916666666666666,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,2.724579503053421,1,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,2.7673667782586295,1,ECONOMY SAVER,1,1.5, FRA,8.833333333333334,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
9,AF,2.3513752571634776,1,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,2.4849066497880004,1,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.1173758049638725
9,AF,2.5902671654458267,1,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,2.7354491752903245,1,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.1173758049638725
9,AF,2.7568403652716422,1,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,2.953172659135195,1,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,2.519039656157459,1,ECONOMY LIGHT,0,2.083333333333333, CDG,8.25,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.121381685604504
9,AF,2.532373187026924,1,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,2.545531271604435,1,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,2.6798793241355137,1,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,2.7135903814778253,1,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,2.793208009442517,1,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,2.8282993292537872,1,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,2.917770732084279,1,ECONOMY LIGHT,0,2.083333333333333, CDG,8.333333333333334,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,2.9267394020670396,1,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,3.0122615755052013,1,ECONOMY LIGHT,0,2.083333333333333, CDG,8.166666666666666,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,3.0948231761982217,1,ECONOMY LIGHT,0,2.083333333333333, CDG,7.916666666666667,No layover,0.0,Morning,Evening,Tuesday,Weekday,7.12988231381849
9,AF,2.4918270926325743,1,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,Morning,Afternoon,Tuesday,Weekday,7.393976686250706
9,SK,2.1972245773362196,0,SAS GO PRO,1,9.0,No layover,0.0,No layover,0.0,Afternoon,Afternoon,Tuesday,Weekday,7.578672187900459
9,FI,2.8810693652338513,1,ECONOMY LIGHT,0,3.333333333333333, KEF,6.166666666666667,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.063389781679444
9,TP,2.614959778036198,1,DISCOUNT,0,3.8333333333333335, LIS,8.0,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.0736894873636516
1,AY,3.3381392456950185,1,ECONOMY LIGHT,0,2.0, LGW,8.0,No layover,0.0,Evening,Evening,Wednesday,Weekday,6.1440139455682665
1,AY,3.47093071967683,1,ECONOMY LIGHT,0,2.0, LGW,8.0,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.1440139455682665
9,AY,2.4709204078132605,1,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
9,AY,2.538973871058276,1,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
9,AY,2.793208009442517,1,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.167306825304179
9,AY,2.8669514836880663,1,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.167306825304179
9,AY,2.908720896564361,1,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.167306825304179
9,AY,3.3956263366127,1,ECONOMY LIGHT,0,1.5833333333333337, HEL,8.75,No layover,0.0,Evening,Evening,Wednesday,Weekday,6.167306825304179
9,AY,3.468336684499784,1,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
9,AY,2.4423470353692043,1,ECONOMY LIGHT,0,2.0, LHR,7.916666666666667,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
9,AY,2.5902671654458267,1,ECONOMY LIGHT,0,2.0, LHR,8.0,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
1,AY,2.4849066497880004,1,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
1,AY,3.1986731175506815,1,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
1,AY,2.6508917872622613,1,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
1,AY,3.052427617230536,1,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,Evening,Morning,Wednesday,Weekday,6.167851864413745
1,AY,3.2255203675868693,1,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,Afternoon,Morning,Wednesday,Weekday,6.167851864413745
1,AY,3.2676659890376327,1,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
1,AY,3.1172121710917,1,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
1,AY,3.280284452996844,1,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,Afternoon,Afternoon,Wednesday,Weekday,6.167851864413745
9,FI,2.412933150162911,1,ECONOMY LIGHT,0,3.333333333333333, KEF,6.166666666666667,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,2.4277482359480516,1,ECONOMY LIGHT,0,3.25, KEF,6.333333333333333,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,2.6508917872622613,1,ECONOMY LIGHT,0,3.333333333333333, KEF,6.333333333333333,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,3.036554268074246,1,ECONOMY LIGHT,0,3.333333333333333, KEF,6.333333333333333,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,3.280284452996844,1,ECONOMY LIGHT,0,3.25, KEF,6.166666666666667,No layover,0.0,Evening,Evening,Wednesday,Weekday,6.180368558600469
9,IB,2.6026896854443837,1,BASIC,0,3.4166666666666665, MAD,8.583333333333334,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.1856940882575495
9,IB,2.4709204078132605,1,BASIC,0,1.5, HEL,8.75,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.198275443801294
9,IB,3.212186836717404,1,BASIC,0,3.1666666666666665, MAD,8.25,No layover,0.0,Evening,Afternoon,Wednesday,Weekday,6.204618366792824
9,IB,3.370165272414426,1,BASIC,0,3.1666666666666665, MAD,8.583333333333334,No layover,0.0,Evening,Evening,Wednesday,Weekday,6.204618366792824
9,IB,3.5040547671018634,1,BASIC,0,3.4166666666666665, MAD,8.25,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,6.204618366792824
9,FI,3.387211139687415,1,ECONOMY LIGHT,0,3.25, KEF,6.333333333333333,No layover,0.0,Evening,Evening,Wednesday,Weekday,6.282584453431286
9,FI,3.4760986898352733,1,ECONOMY LIGHT,0,3.25, KEF,6.166666666666667,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.282584453431286
4,LO,2.691243082785829,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,6.309117958055747
9,LO,3.2516656476911914,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,Evening,Afternoon,Wednesday,Weekday,6.309117958055747
1,LO,3.414990703794491,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,Evening,Evening,Wednesday,Weekday,6.309117958055747
9,AY,2.571339155560308,1,ECONOMY LIGHT,0,2.083333333333333, LGW,8.0,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.320624399006072
9,AY,2.412933150162911,1,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,6.340641450869357
9,AY,2.6567569067146595,1,ECONOMY LIGHT,0,2.083333333333333, LHR,7.916666666666667,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.340641450869357
9,AY,2.7777835391168852,1,ECONOMY LIGHT,0,2.083333333333333, LHR,8.0,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.340641450869357
1,AY,2.5257286443082556,1,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,6.340641450869357
1,AY,2.8282993292537872,1,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.340641450869357
9,LO,2.9618307218783095,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.4450211626834
4,LO,2.6210388241125804,1,ECONOMY STANDARD,1,1.4166666666666667, WAW,9.5,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,6.499125167530816
4,LO,3.364418130158859,1,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.333333333333334,No layover,0.0,Afternoon,Afternoon,Wednesday,Weekday,6.499125167530816
9,LO,2.751535313041949,1,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.603347440836964
9,TK,2.899588413001089,1,RESTRICTED,2,3.4166666666666665, IST,10.75,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.628649656747857
4,IB,2.8810693652338513,1,BASIC,0,3.0, BCN,8.916666666666666,No layover,0.0,Morning,Evening,Wednesday,Weekday,6.834593013353153
9,AZ,2.922265121672118,2,ECONOMY FLEX,1,2.083333333333333, CDG,2.083333333333333, FCO,9.75,Morning,Evening,Wednesday,Weekday,6.96719331473075
9,UA,2.477937980471907,1,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,7.013654649431639
9,UA,2.691243082785829,1,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,7.013654649431639
9,UA,2.498699971920336,1,BASIC ECONOMY,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,7.014122287955589
9,AC,2.77050321574876,1,BASIC,0,8.25, YYZ,1.8833333333333333,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.0155598056105735
9,UA,2.77050321574876,1,BASIC ECONOMY,0,8.25, YYZ,1.8833333333333333,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.0155598056105735
9,UA,2.571339155560308,1,BASIC ECONOMY,0,1.5, FRA,8.5,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,7.016259846923648
9,UA,2.6390573296152584,1,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.016259846923648
9,UA,2.798297078949988,1,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,Morning,Evening,Wednesday,Weekday,7.016259846923648
9,UA,2.9831534913471307,1,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,Morning,Evening,Wednesday,Weekday,7.016259846923648
9,OS,2.782951509275328,1,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,Morning,Evening,Wednesday,Weekday,7.028919259464637
9,OS,2.9444389791664403,1,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,Morning,Evening,Wednesday,Weekday,7.028919259464637
9,LX,2.5520459526256287,1,ECONOMY LIGHT,0,1.8333333333333333, ZRH,9.166666666666666,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,7.028954694383982
4,LH,2.4849066497880004,1,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,7.029273552167256
4,LH,2.719100037288795,1,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.029273552167256
9,SN,2.498699971920336,1,ECONOMY LIGHT,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,Morning,Afternoon,Wednesday,Weekday,7.029733945103044
4,LH,2.412933150162911,1,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.031838427187
4,LH,2.4203681286504293,1,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.031838427187
4,LH,2.614959778036198,1,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.031838427187
4,LH,2.662587827025453,1,ECONOMY LIGHT,0,1.5, FRA,8.833333333333334,No layover,0.0,Afternoon,Evening,Wednesday,Weekday,7.031838427187
